"host_species","host_phylum","host_class","host_order","host_family","host_in_gonzalos_list","diseases","has_pilot_disease","pilot_diseases","has_pilot_include_disease","pilot_include_diseases","Not_specified","PCR_Sequencing","Isolation_Observation","Antibodies","Any_PCR_Or_Observation","taxonomy_override_applied","taxonomy_override_notes","species_name","species_name_canonical","species_key","taxonomy_gap","known_non_target_class","human_domestic_or_livestock","not_pilot_include_disease","no_detection_evidence","existing_model_path","sdm_available","sdm_already_available","first_pass_eligible","eligibility_reasons","eligibility_status","taxonomy_review_needed","taxonomy_review_reason","analysis_unit_id","readiness_disease_name","disease_name","disease_is_pilot_include","species_role","sdm_needed_for_disease","sdm_species","run_status","run_priority","occurrence_method","gbif_occurrence_method","start_year","end_year","min_points","target_status","synonym_review_status","synonym_notes"
"Platyrrhinus helleri","Chordata","Mammalia","Chiroptera","Phyllostomidae",FALSE,"Eastern equine encephalitis; Rocio virus encephalitis; Yellow fever",TRUE,"Yellow fever",TRUE,"Yellow fever",0,0,0,3,0,FALSE,,"Platyrrhinus helleri","Platyrrhinus helleri","platyrrhinus helleri",FALSE,FALSE,FALSE,FALSE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Platyrrhinus helleri/Platyrrhinus helleri.rds",FALSE,FALSE,TRUE,"no_pcr_or_observation_signal","first_pass_eligible",FALSE,,,"Yellow fever","Yellow fever",TRUE,"host","yes","Platyrrhinus helleri","pending",262,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Potos flavus","Chordata","Mammalia","Carnivora","Procyonidae",FALSE,"Mayaro virus disease; Rabies; Yellow fever",TRUE,"Yellow fever",TRUE,"Yellow fever",0,1,1,2,2,FALSE,,"Potos flavus","Potos flavus","potos flavus",FALSE,FALSE,FALSE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Potos flavus/Potos flavus.rds",FALSE,FALSE,TRUE,,"first_pass_eligible",FALSE,,,"Yellow fever","Yellow fever",TRUE,"host","yes","Potos flavus","pending",263,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Praomys daltoni","Chordata","Mammalia","Rodentia","Muridae",FALSE,"Lassa fever",TRUE,"Lassa fever",TRUE,"Lassa fever",0,0,0,1,0,FALSE,,"Praomys daltoni","Praomys daltoni","praomys daltoni",FALSE,FALSE,FALSE,FALSE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Praomys daltoni/Praomys daltoni.rds",FALSE,FALSE,TRUE,"no_pcr_or_observation_signal","first_pass_eligible",FALSE,,,"Lassa fever","Lassa fever",TRUE,"host","yes","Praomys daltoni","pending",264,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Praomys jacksoni","Chordata","Mammalia","Rodentia","Muridae",FALSE,"Mpox (Monkeypox)",TRUE,"Mpox (Monkeypox)",FALSE,"",0,1,0,0,1,FALSE,,"Praomys jacksoni","Praomys jacksoni","praomys jacksoni",FALSE,FALSE,FALSE,TRUE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Praomys jacksoni/Praomys jacksoni.rds",FALSE,FALSE,FALSE,"not_pilot_include_disease","review_not_pilot_include_disease",FALSE,,,"Mpox (Monkeypox)","Mpox (Monkeypox)",FALSE,"host","no","Praomys jacksoni","review_before_download",265,"gbif-download","gbif-download",2000,2026,20,"review_not_pilot_include_disease","not_audited",
"Praomys rostratus","Chordata","Mammalia","Rodentia","Muridae",FALSE,"Lassa fever",TRUE,"Lassa fever",TRUE,"Lassa fever",0,0,0,1,0,FALSE,,"Praomys rostratus","Praomys rostratus","praomys rostratus",FALSE,FALSE,FALSE,FALSE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Praomys rostratus/Praomys rostratus.rds",FALSE,FALSE,TRUE,"no_pcr_or_observation_signal","first_pass_eligible",FALSE,,,"Lassa fever","Lassa fever",TRUE,"host","yes","Praomys rostratus","pending",266,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Proechimys guairae","Chordata","Mammalia","Rodentia","Echimyidae",FALSE,"Venezuelan equine encephalitis",TRUE,"Venezuelan equine encephalitis",FALSE,"",0,0,0,1,0,FALSE,,"Proechimys guairae","Proechimys guairae","proechimys guairae",FALSE,FALSE,FALSE,TRUE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Proechimys guairae/Proechimys guairae.rds",FALSE,FALSE,FALSE,"not_pilot_include_disease; no_pcr_or_observation_signal","review_not_pilot_include_disease",FALSE,,,"Venezuelan equine encephalitis","Venezuelan equine encephalitis",FALSE,"host","no","Proechimys guairae","review_before_download",267,"gbif-download","gbif-download",2000,2026,20,"review_not_pilot_include_disease","not_audited",
"Propithecus coquereli","Chordata","Mammalia","Primates","Indriidae",FALSE,"West Nile fever",TRUE,"West Nile fever",TRUE,"West Nile fever",0,0,0,1,0,FALSE,,"Propithecus coquereli","Propithecus coquereli","propithecus coquereli",FALSE,FALSE,FALSE,FALSE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Propithecus coquereli/Propithecus coquereli.rds",FALSE,FALSE,TRUE,"no_pcr_or_observation_signal","first_pass_eligible",FALSE,,,"West Nile fever","West Nile fever",TRUE,"host","yes","Propithecus coquereli","pending",268,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Propithecus verreauxi","Chordata","Mammalia","Primates","Indriidae",FALSE,"West Nile fever",TRUE,"West Nile fever",TRUE,"West Nile fever",0,0,0,1,0,FALSE,,"Propithecus verreauxi","Propithecus verreauxi","propithecus verreauxi",FALSE,FALSE,FALSE,FALSE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Propithecus verreauxi/Propithecus verreauxi.rds",FALSE,FALSE,TRUE,"no_pcr_or_observation_signal","first_pass_eligible",FALSE,,,"West Nile fever","West Nile fever",TRUE,"host","yes","Propithecus verreauxi","pending",269,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Pteronotus davyi","Chordata","Mammalia","Chiroptera","Mormoopidae",FALSE,"Dengue; Rabies; Rocio virus encephalitis; Saint Louis encephalitis; Yellow fever",TRUE,"Dengue; Yellow fever",TRUE,"Dengue; Yellow fever",0,0,1,4,1,FALSE,,"Pteronotus davyi","Pteronotus davyi","pteronotus davyi",FALSE,FALSE,FALSE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Pteronotus davyi/Pteronotus davyi.rds",FALSE,FALSE,TRUE,,"first_pass_eligible",FALSE,,,"Dengue","Dengue",TRUE,"host","yes","Pteronotus davyi","pending",270,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Pteronotus davyi","Chordata","Mammalia","Chiroptera","Mormoopidae",FALSE,"Dengue; Rabies; Rocio virus encephalitis; Saint Louis encephalitis; Yellow fever",TRUE,"Dengue; Yellow fever",TRUE,"Dengue; Yellow fever",0,0,1,4,1,FALSE,,"Pteronotus davyi","Pteronotus davyi","pteronotus davyi",FALSE,FALSE,FALSE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Pteronotus davyi/Pteronotus davyi.rds",FALSE,FALSE,TRUE,,"first_pass_eligible",FALSE,,,"Yellow fever","Yellow fever",TRUE,"host","yes","Pteronotus davyi","pending",271,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Pteronotus parnellii","Chordata","Mammalia","Chiroptera","Mormoopidae",FALSE,"Dengue; Rabies; Rocio virus encephalitis; Saint Louis encephalitis; Yellow fever",TRUE,"Dengue; Yellow fever",TRUE,"Dengue; Yellow fever",0,0,0,5,0,FALSE,,"Pteronotus parnellii","Pteronotus parnellii","pteronotus parnellii",FALSE,FALSE,FALSE,FALSE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Pteronotus parnellii/Pteronotus parnellii.rds",FALSE,FALSE,TRUE,"no_pcr_or_observation_signal","first_pass_eligible",FALSE,,,"Dengue","Dengue",TRUE,"host","yes","Pteronotus parnellii","pending",272,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Pteronotus parnellii","Chordata","Mammalia","Chiroptera","Mormoopidae",FALSE,"Dengue; Rabies; Rocio virus encephalitis; Saint Louis encephalitis; Yellow fever",TRUE,"Dengue; Yellow fever",TRUE,"Dengue; Yellow fever",0,0,0,5,0,FALSE,,"Pteronotus parnellii","Pteronotus parnellii","pteronotus parnellii",FALSE,FALSE,FALSE,FALSE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Pteronotus parnellii/Pteronotus parnellii.rds",FALSE,FALSE,TRUE,"no_pcr_or_observation_signal","first_pass_eligible",FALSE,,,"Yellow fever","Yellow fever",TRUE,"host","yes","Pteronotus parnellii","pending",273,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Pteropus admiralitatum","Chordata","Mammalia","Chiroptera","Pteropodidae",FALSE,"Hendra virus disease",TRUE,"Hendra",TRUE,"Hendra",0,0,0,1,0,FALSE,,"Pteropus admiralitatum","Pteropus admiralitatum","pteropus admiralitatum",FALSE,FALSE,FALSE,FALSE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Pteropus admiralitatum/Pteropus admiralitatum.rds",FALSE,FALSE,TRUE,"no_pcr_or_observation_signal","first_pass_eligible",FALSE,,,"Hendra","Hendra",TRUE,"host","yes","Pteropus admiralitatum","pending",274,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Pteropus capistratus","Chordata","Mammalia","Chiroptera","Pteropodidae",FALSE,"Hendra virus disease",TRUE,"Hendra",TRUE,"Hendra",0,0,0,1,0,FALSE,,"Pteropus capistratus","Pteropus capistratus","pteropus capistratus",FALSE,FALSE,FALSE,FALSE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Pteropus capistratus/Pteropus capistratus.rds",FALSE,FALSE,TRUE,"no_pcr_or_observation_signal","first_pass_eligible",FALSE,,,"Hendra","Hendra",TRUE,"host","yes","Pteropus capistratus","pending",275,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Pteropus conspicillatus","Chordata","Mammalia","Chiroptera","Pteropodidae",FALSE,"Australian bat lyssavirus infection; Hendra virus disease; Menangle virus infection",TRUE,"Hendra",TRUE,"Hendra",1,1,2,1,3,FALSE,,"Pteropus conspicillatus","Pteropus conspicillatus","pteropus conspicillatus",FALSE,FALSE,FALSE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Pteropus conspicillatus/Pteropus conspicillatus.rds",FALSE,FALSE,TRUE,,"first_pass_eligible",FALSE,,,"Hendra","Hendra",TRUE,"host","yes","Pteropus conspicillatus","pending",276,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Pteropus neohibernicus","Chordata","Mammalia","Chiroptera","Pteropodidae",FALSE,"Hendra virus disease",TRUE,"Hendra",TRUE,"Hendra",0,0,0,1,0,FALSE,,"Pteropus neohibernicus","Pteropus neohibernicus","pteropus neohibernicus",FALSE,FALSE,FALSE,FALSE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Pteropus neohibernicus/Pteropus neohibernicus.rds",FALSE,FALSE,TRUE,"no_pcr_or_observation_signal","first_pass_eligible",FALSE,,,"Hendra","Hendra",TRUE,"host","yes","Pteropus neohibernicus","pending",277,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Pteropus poliocephalus","Chordata","Mammalia","Chiroptera","Pteropodidae",FALSE,"Australian bat lyssavirus infection; Hendra virus disease; Menangle virus infection; Rabies; Ross River virus disease",TRUE,"Hendra",TRUE,"Hendra",0,2,4,1,6,FALSE,,"Pteropus poliocephalus","Pteropus poliocephalus","pteropus poliocephalus",FALSE,FALSE,FALSE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Pteropus poliocephalus/Pteropus poliocephalus.rds",FALSE,FALSE,TRUE,,"first_pass_eligible",FALSE,,,"Hendra","Hendra",TRUE,"host","yes","Pteropus poliocephalus","pending",278,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Pteropus pumilus","Chordata","Mammalia","Chiroptera","Pteropodidae",FALSE,"Nipah virus disease",TRUE,"Nipah virus disease",TRUE,"Nipah virus disease",0,0,0,1,0,FALSE,,"Pteropus pumilus","Pteropus pumilus","pteropus pumilus",FALSE,FALSE,FALSE,FALSE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Pteropus pumilus/Pteropus pumilus.rds",FALSE,FALSE,TRUE,"no_pcr_or_observation_signal","first_pass_eligible",FALSE,,,"Nipah virus disease","Nipah virus disease",TRUE,"host","yes","Pteropus pumilus","pending",279,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Pteropus rodricensis","Chordata","Mammalia","Chiroptera","Pteropodidae",FALSE,"Nipah virus disease",TRUE,"Nipah virus disease",TRUE,"Nipah virus disease",0,0,0,1,0,FALSE,,"Pteropus rodricensis","Pteropus rodricensis","pteropus rodricensis",FALSE,FALSE,FALSE,FALSE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Pteropus rodricensis/Pteropus rodricensis.rds",FALSE,FALSE,TRUE,"no_pcr_or_observation_signal","first_pass_eligible",FALSE,,,"Nipah virus disease","Nipah virus disease",TRUE,"host","yes","Pteropus rodricensis","pending",280,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Pteropus rufus","Chordata","Mammalia","Chiroptera","Pteropodidae",FALSE,"Hendra virus disease; Nipah virus disease; Rabies; West Nile fever",TRUE,"Hendra; Nipah virus disease; West Nile fever",TRUE,"Hendra; Nipah virus disease; West Nile fever",0,1,0,3,1,FALSE,,"Pteropus rufus","Pteropus rufus","pteropus rufus",FALSE,FALSE,FALSE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Pteropus rufus/Pteropus rufus.rds",FALSE,FALSE,TRUE,,"first_pass_eligible",FALSE,,,"Hendra","Hendra",TRUE,"host","yes","Pteropus rufus","pending",281,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Pteropus rufus","Chordata","Mammalia","Chiroptera","Pteropodidae",FALSE,"Hendra virus disease; Nipah virus disease; Rabies; West Nile fever",TRUE,"Hendra; Nipah virus disease; West Nile fever",TRUE,"Hendra; Nipah virus disease; West Nile fever",0,1,0,3,1,FALSE,,"Pteropus rufus","Pteropus rufus","pteropus rufus",FALSE,FALSE,FALSE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Pteropus rufus/Pteropus rufus.rds",FALSE,FALSE,TRUE,,"first_pass_eligible",FALSE,,,"Nipah virus disease","Nipah virus disease",TRUE,"host","yes","Pteropus rufus","pending",282,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Pteropus rufus","Chordata","Mammalia","Chiroptera","Pteropodidae",FALSE,"Hendra virus disease; Nipah virus disease; Rabies; West Nile fever",TRUE,"Hendra; Nipah virus disease; West Nile fever",TRUE,"Hendra; Nipah virus disease; West Nile fever",0,1,0,3,1,FALSE,,"Pteropus rufus","Pteropus rufus","pteropus rufus",FALSE,FALSE,FALSE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Pteropus rufus/Pteropus rufus.rds",FALSE,FALSE,TRUE,,"first_pass_eligible",FALSE,,,"West Nile fever","West Nile fever",TRUE,"host","yes","Pteropus rufus","pending",283,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Pteropus scapulatus","Chordata","Mammalia","Chiroptera","Pteropodidae",FALSE,"Australian bat lyssavirus infection; Dengue; Hendra virus disease; Japanese encephalitis; Menangle virus infection; Murray Valley encephalitis; Ross River virus disease; West Nile fever",TRUE,"Dengue; Hendra; West Nile fever",TRUE,"Dengue; Hendra; West Nile fever",1,1,2,6,3,FALSE,,"Pteropus scapulatus","Pteropus scapulatus","pteropus scapulatus",FALSE,FALSE,FALSE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Pteropus scapulatus/Pteropus scapulatus.rds",FALSE,FALSE,TRUE,,"first_pass_eligible",FALSE,,,"Dengue","Dengue",TRUE,"host","yes","Pteropus scapulatus","pending",284,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Pteropus scapulatus","Chordata","Mammalia","Chiroptera","Pteropodidae",FALSE,"Australian bat lyssavirus infection; Dengue; Hendra virus disease; Japanese encephalitis; Menangle virus infection; Murray Valley encephalitis; Ross River virus disease; West Nile fever",TRUE,"Dengue; Hendra; West Nile fever",TRUE,"Dengue; Hendra; West Nile fever",1,1,2,6,3,FALSE,,"Pteropus scapulatus","Pteropus scapulatus","pteropus scapulatus",FALSE,FALSE,FALSE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Pteropus scapulatus/Pteropus scapulatus.rds",FALSE,FALSE,TRUE,,"first_pass_eligible",FALSE,,,"Hendra","Hendra",TRUE,"host","yes","Pteropus scapulatus","pending",285,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Pteropus scapulatus","Chordata","Mammalia","Chiroptera","Pteropodidae",FALSE,"Australian bat lyssavirus infection; Dengue; Hendra virus disease; Japanese encephalitis; Menangle virus infection; Murray Valley encephalitis; Ross River virus disease; West Nile fever",TRUE,"Dengue; Hendra; West Nile fever",TRUE,"Dengue; Hendra; West Nile fever",1,1,2,6,3,FALSE,,"Pteropus scapulatus","Pteropus scapulatus","pteropus scapulatus",FALSE,FALSE,FALSE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Pteropus scapulatus/Pteropus scapulatus.rds",FALSE,FALSE,TRUE,,"first_pass_eligible",FALSE,,,"West Nile fever","West Nile fever",TRUE,"host","yes","Pteropus scapulatus","pending",286,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Pusa hispida","Chordata","Mammalia","Carnivora","Phocidae",FALSE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",TRUE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",TRUE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",0,0,0,2,0,FALSE,,"Pusa hispida","Pusa hispida","pusa hispida",FALSE,FALSE,FALSE,FALSE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Pusa hispida/Pusa hispida.rds",FALSE,FALSE,TRUE,"no_pcr_or_observation_signal","first_pass_eligible",FALSE,,,"Influenza (H5N1 avian influenza)","Influenza (H5N1 avian influenza)",TRUE,"host","yes","Pusa hispida","pending",287,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Pusa hispida","Chordata","Mammalia","Carnivora","Phocidae",FALSE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",TRUE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",TRUE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",0,0,0,2,0,FALSE,,"Pusa hispida","Pusa hispida","pusa hispida",FALSE,FALSE,FALSE,FALSE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Pusa hispida/Pusa hispida.rds",FALSE,FALSE,TRUE,"no_pcr_or_observation_signal","first_pass_eligible",FALSE,,,"Influenza (H7N9 avian influenza)","Influenza (H7N9 avian influenza)",TRUE,"host","yes","Pusa hispida","pending",288,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Pusa sibirica","Chordata","Mammalia","Carnivora","Phocidae",FALSE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",TRUE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",TRUE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",0,0,0,2,0,FALSE,,"Pusa sibirica","Pusa sibirica","pusa sibirica",FALSE,FALSE,FALSE,FALSE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Pusa sibirica/Pusa sibirica.rds",FALSE,FALSE,TRUE,"no_pcr_or_observation_signal","first_pass_eligible",FALSE,,,"Influenza (H5N1 avian influenza)","Influenza (H5N1 avian influenza)",TRUE,"host","yes","Pusa sibirica","pending",289,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Pusa sibirica","Chordata","Mammalia","Carnivora","Phocidae",FALSE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",TRUE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",TRUE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",0,0,0,2,0,FALSE,,"Pusa sibirica","Pusa sibirica","pusa sibirica",FALSE,FALSE,FALSE,FALSE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Pusa sibirica/Pusa sibirica.rds",FALSE,FALSE,TRUE,"no_pcr_or_observation_signal","first_pass_eligible",FALSE,,,"Influenza (H7N9 avian influenza)","Influenza (H7N9 avian influenza)",TRUE,"host","yes","Pusa sibirica","pending",290,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Python molurus","Chordata","Reptilia","Squamata","Pythonidae",FALSE,"Non-typhoidal salmonellosis; Q fever",TRUE,"Non-typhoidal salmonellosis",FALSE,"",0,0,1,1,1,FALSE,,"Python molurus","Python molurus","python molurus",FALSE,TRUE,FALSE,TRUE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Python molurus/Python molurus.rds",FALSE,FALSE,FALSE,"non_target_class:Reptilia; not_pilot_include_disease","review_non_target_class",TRUE,"non_target_class:Reptilia; not_pilot_include_disease",,"Non-typhoidal salmonellosis","Non-typhoidal salmonellosis",FALSE,"host","no","Python molurus","review_before_download",291,"gbif-download","gbif-download",2000,2026,20,"review_non_target_class","not_audited",
"Python regius","Chordata","Reptilia","Squamata","Pythonidae",FALSE,"Non-typhoidal salmonellosis",TRUE,"Non-typhoidal salmonellosis",FALSE,"",0,0,1,0,1,FALSE,,"Python regius","Python regius","python regius",FALSE,TRUE,FALSE,TRUE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Python regius/Python regius.rds",FALSE,FALSE,FALSE,"non_target_class:Reptilia; not_pilot_include_disease","review_non_target_class",TRUE,"non_target_class:Reptilia; not_pilot_include_disease",,"Non-typhoidal salmonellosis","Non-typhoidal salmonellosis",FALSE,"host","no","Python regius","review_before_download",292,"gbif-download","gbif-download",2000,2026,20,"review_non_target_class","not_audited",
"Rattus exulans","Chordata","Mammalia","Rodentia","Muridae",FALSE,"Hemorrhagic fever with renal syndrome (Hantaan virus); Hepatitis E; Lassa fever",TRUE,"Hemorrhagic fever with renal syndrome (Hantaan virus); Hepatitis E; Lassa fever",TRUE,"Hemorrhagic fever with renal syndrome (Hantaan virus); Hepatitis E; Lassa fever",0,0,0,3,0,FALSE,,"Rattus exulans","Rattus exulans","rattus exulans",FALSE,FALSE,FALSE,FALSE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Rattus exulans/Rattus exulans.rds",FALSE,FALSE,TRUE,"no_pcr_or_observation_signal","first_pass_eligible",FALSE,,,"Hemorrhagic fever with renal syndrome (Hantaan virus)","Hemorrhagic fever with renal syndrome (Hantaan virus)",TRUE,"host","yes","Rattus exulans","pending",293,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
